hotel_name,location,county_or_region,country,description,price_range,amenities,room_types,rating,review_summary,nearby_attractions,hotel_category,contact_information,website_url,image_url,latitude,longitude,source_url,formatted_address
Naishi Mbugani House,Add Listing,,Kenya,"The main house has two bedrooms each with one double bed and one single bed. The annex has two bedrooms each with one single bed. Amenities; Main house has a tastefully furnished sitting room with a log fire place, Gas cooker, fridge, kitchen utensils, cutlery, crockery and glasses. Both the main house and annex have bathroom, beddings, toiletries and kerosene lamps. Lighting is by solar all round. The annex has no sitting room. A house caretaker is available. Rates: Citizens & residents: Ksh. 20, 000 Non-Residents: US $ 280",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/naishi-mbugani-house/,
Oribi Mbugani House,Add Listing,,Kenya,"The main consists of three bedrooms. The first and second bedroom has a double bed in each. The third bedroom has two single beds. The Annex has a single bed. Amenities include a dining area, fully equipped kitchen, bathroom and beddings. Lighting is by solar. A house caretaker is available. Rates: Citizens & residents: Ksh. 10,000 Non-Residents: US$ 150",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/oribi-mbugani-house/,
Panari Hotel Nairobi,Add Listing,,Kenya,"Panari Hotel Nairobi is a 12-storey contemporary hotel offering world-class hospitality just minutes away from Jomo Kenyatta International Airport and Nairobi’s CBD. Overlooking the iconic Nairobi National Park, the hotel provides guests with stunning wildlife views right from their rooms. The hotel boasts elegantly furnished rooms and suites, diverse dining options ranging from international cuisine to local delicacies, and exceptional conferencing and banqueting facilities that make it a preferred choice for business and leisure travelers alike. A highlight of Panari Hotel is the East African Ice Rink — the only one of its kind in the region — offering guests and families a truly unique leisure activity. Additional facilities include a fitness center, spa, heated swimming pool, and shopping arcade, making it a complete lifestyle destination. Whether you’re on business, leisure, or in transit, Panari Hotel Nairobi offers unmatched convenience, comfort, and memorable experiences.",,,,,,,Hotel,0722262608,,,,,https://tic.magicalkenya.com/listing/panari-hotel-nairobi-2/,
Panari Resort Nyahururu,Add Listing,,Kenya,"Panari Resort Nyahururu is a premium highland getaway overlooking the majestic Thomson Falls, just a short distance from Nyahururu town. Set amidst lush gardens and cool mountain air, the resort provides an enchanting blend of nature, culture, and luxury. Guests can unwind in beautifully designed cottages with modern amenities and private balconies that open up to breathtaking views. The resort offers fine dining with a mix of local and international cuisines, as well as a range of leisure activities including guided nature walks, bird watching, and cultural excursions. For corporate and social events, Panari Resort provides versatile meeting spaces and expansive outdoor grounds ideal for conferences, retreats, and team-building. Its location near Lake Ol Bolossat and Aberdare National Park makes it a perfect base for exploration and adventure. Whether you’re seeking a romantic escape, a family retreat, or a business getaway, Panari Resort Nyahururu delivers an unforgettable experience where nature meets luxury.",,,,,,,Hotel,0711091000,,,,,https://tic.magicalkenya.com/listing/panari-resort-nyahururu-2/,
"Radisson Blu Hotel, Nairobi",Add Listing,,Kenya,"Enjoy upscale comfort near Nairobi National Park at our stylish hotel in the Upper Hill area Located just 10 minutes from the airport, the Radisson Blu Hotel, Nairobi Upper Hill, is in the heart of the fast-growing business district of Upper Hill. We’re the perfect base for a business trip or a Kenyan safari—Nairobi National Park is just 20 minutes away. Our 271 rooms and suites offer lovely city or park views and you can start each morning with a nutritious breakfast buffet. Our restaurants and bars offer both all-day dining and an elevated fine dining experience. We have one of the largest meeting facilities in Kenya, with 14 versatile meeting rooms, perfect for business travelers. Stay in shape during your Nairobi trip at our modern gym and bask in the warm African sun or cool off with a refreshing dip at our scenic swimming pool.",,,,,,,Hotel,0709810000,,,,,https://tic.magicalkenya.com/listing/radisson-blu-hotel-nairobi/,
Sable Mbugani Cottages,Add Listing,,Kenya,"Two units have a double bed in each while the other two units have 2 single beds in each. Each unit has an ensuite bathroom. A verandah with a dining table and benches. Beddings, mosquito nets, towels and toiletries are provided. Lighting is by solar al round. There’s a communal kitchen available for hire in the nearby campsite. The kitchen is equipped with a gas stove, kitchen utensils and cutlery. A caretaker is available. Rates: Citizens & residents – Ksh. 4,000 Non-Residents – US$ 70",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/sable-mbugani-cottages/,
Severin Safari Camp,Add Listing,,Kenya,"Nestled in the heart of Tsavo West National Park in Kenya, Severin Safari Camp is not just a destination but a haven where the heart of East African hospitality beats in harmony with the wilderness. For over two decades, our doors have been open, welcoming adventurers, nature lovers, and dreamers to experience the magic that lies within and beyond our tents. Accomodation 21 Luxury Tents -The Luxury Tents offer a perfect blend of comfort and immersion in nature. Each tent features handmade wooden furniture in a traditional African style, creating an authentic and cozy atmosphere. 4 Junior Suite – The Junior Suites provide extra space and comfort, perfect for families or couples seeking a more luxurious safari experience. 2 Executive Suite -The Executive Suites, Kibo and Mawenzi, offer an elevated safari experience with stunning views of Mount Kilimanjaro and the vast savanna of Tsavo. 8 Kitani Banda (Self-Catering) -The Kitani Bandas offer an authentic safari experience, located about 1.5 kilometers from the main camp. A vehicle is required to reach the Bandas, as the route is not walkable. Family-friendly options. Dining & Bars “Out of Africa” restaurant – Each dish is prepared with the utmost care and attention to detail, reflecting the diversity and richness of regional cuisine. “Thorn Tree Bar” – After a day filled with adventures and discoveries, the “Thorn Tree Bar” invites you to unwind. Enjoy a refreshing drink and the illuminated waterhole as the sounds of the African night surround you. Fresh & Sustainable – Many of the ingredients used in our dishes come directly from our own bio garden. Wellness & Recreation Kenbali Spa & Fitness: an oasis of relaxation. At Severin Safari Camp, we offer not only adventures and nature experiences but also comprehensive opportunities for relaxation and fitness. Our Kenbali Spa and fitness tent are ideal places to revitalize your body and mind and recharge your energy. Sustainable relaxation Our commitment to sustainability is also reflected in our spa. Many of the products we use for our treatments are made from natural and regional ingredients. This not only guarantees the high quality of the treatments but also shows our commitment to the environment. Meetings & Events “Baraza” Conference tent – Our conference tent is suitable for up to 20 persons with various seating layouts. The ideal location for executive bush meetings equipped with a DSTV video screen, audio system, and WiFi. A day of adventure & discovery At Severin Safari Camp, we invite you to experience the wonders of the African wilderness and create unforgettable memories. Whether you’re here for Adventure, leisure, or business, our team is dedicated to making your stay seamless and rewarding. Welcome to Severin Safari Camp",,,,,,,Hotel,0716833222,,,,,https://tic.magicalkenya.com/listing/severin-safari-camp/,
Severin Sea Lodge,Add Listing,,Kenya,"Severin Sea Lodge is an oasis of peace and relaxation set in a lush palm garden on Bamburi Beach, Mombasa An ideal location between the Indian Ocean and the African bush, a perfect coastal escape. Accommodation 188 rooms across four categories: Standard, Deluxe, Deluxe Bungalow, and Suites. Family-friendly options with connecting rooms. Rooms feature king, queen, or twin beds, and some also include sofas for children. Some Deluxe Bungalows offer stunning sea views. Dining & Bars 3 restaurants: Buffet, À la carte, and Seafood. 1 roof top terrace, perfect for sundowners and special events 3 bars: including a swim-up bar Meetings & Events Our Baraza Conference Centre with 6 rooms accommodating up to 500 guests. Equipped with modern technology and customized conference packages. Wellness & Recreation Spa offering a range of relaxing treatments. 2 swimming pools for leisure and relaxation. Excursions available through trusted external partners. Sustainability & Corporate Social Responsibility (CSR) Severin Sea Lodge meets the requirements of ecological tourism and has developed an award-winning environmental protection programme. The hotel was the first in Kenya to install a biological treatment plant and integrated solar technology, photovoltaics, and a seawater desalination plant into its infrastructure. We also support the orphanage Mji Wa Salama to improve the prospects of children in Mombasa. Severin Sea Lodge operates a Craftsman Training Centre as part of its Corporate Social Responsibility (CSR) program. The centre offers hands-on training in electrical, plumbing, masonry, carpentry, and metalwork. Students sit for Ministry of Education certification exams at a TVET Centre, preparing them for employment or self-employment across the Coastal region and Kenya. Whether you’re here for business or leisure, our team is dedicated to making your stay seamless and rewarding. Welcome to Severin Sea Lodge.",,,,,,,Hotel,0746995690,,,,,https://tic.magicalkenya.com/listing/severin-sea-lodge/,
Shimoni Mbugani Cottages,Add Listing,,Kenya,"Amenities within the seven units available include ensuite bathroom facilities and a communal washing area with shower. There’s also a communal dining area. Guests on request can be provided with cooking stoves, kitchen utensils, cutlery, crockery and glasses. Alternatively, guests may use the communal kitchen and dining areas equipped with chairs, tables, cooking facilities, kitchen utensils, cutlery, crockery and glasses, electricity, beddings, towels and mosquito nets. A conference facility is available for hire but requires advance booking. A house caretaker is available. Rates: Citizens & residents – Ksh. 3,500 Non-Residents – US$ 30",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/shimoni-mbugani-cottages/,
Simba Mbugani Cottages,Add Listing,,Kenya,"There are two units available. One unit has a double bed while the second unit has two single beds. They have a well-equipped kitchenette, fridge, gas stove, beddings, and toiletries. Lighting is by electricity. A house caretaker is available.",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/simba-mbugani-cottages/,
Sirimon Mbugani Cottages,Add Listing,,Kenya,"Each of the two units comprises of two semidetached bandas. Each banda has two bedrooms, one with a double bed and one with two single beds. The furnished bandas come with a fully equipped kitchen opening into the living room. Lighting is by electricity. A house care taker is provided. Rates; Citizens & residents – Ksh. 4,000 Non-Residents – US$80",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/sirimon-mbugani-cottages/,
Sokorte Mbugani Cabin,Add Listing,,Kenya,"The unit consists of four bedrooms with a shared bathroom. Two of the bedrooms have a double bed in each while the last two bedrooms have a double bed in each. The kitchen is well equipped with crockery and assorted kitchen utensils. Refrigerator, microwave and gas oven are also provided. Beddings, towels and toiletries are provided. Lighting is by solar all round. A house caretaker is also available. Rates: Citizens & residents – Ksh. 10,000 Non-resident – 150 USD",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/sokorte-mbugani-cabin/,
Soroi Cheetah Tented Camp,Add Listing,,Kenya,"Welcome to Soroi Cheetah Tented Camp, a haven for nature enthusiasts seeking an authentic Safari experience in the heart of Kenya’s thriving wilderness. Nestled beneath Soroi Lions Bluff Lodge and Soroi Leopards Lair on the gentle lower slopes of the same hill, our campsite offers a unique perspective of the breathtaking Lumo Conservancy landscape. Soroi Cheetah Tented Camp features six twin tents and two family tents, each equipped with cozy twin or double beds and a private en-suite bathroom. Step onto your tent’s private verandah to breathe in the crisp African air and enjoy the mesmerizing views stretching across the conservancy. The shared mess area, strategically positioned to capture unforgettable panoramic sunsets, serves as a communal hub for dining, relaxation, or simply immersing yourself in the spectacular surroundings. Our talented kitchen team prepares delightful home-cooked meals, from invigorating breakfasts to refreshing lunches and satisfying dinners, tailored to meet all dietary requirements. What distinguishes Soroi Cheetah Tented Camp is our location within a 48,000-acre private conservancy. With uninterrupted vistas, abundant wildlife, and exclusive game-viewing opportunities, you are always just a moment away from a thrilling encounter with nature. Whether you choose a full-board stay, opt for a game package, or desire exclusive use of the entire camp, our dedicated staff is at your service to plan activities and ensure an unforgettable safari experience. At Soroi Cheetah Tented Camp, every moment in the wild is meaningful. Welcome to your African adventure.",,,,,,,Hotel,0700141736,,,,,https://tic.magicalkenya.com/listing/soroi-cheetah-tented-camp/,
Soroi Larsens Camp,Add Listing,,Kenya,"Welcome to Soroi Larsens Camp, an exquisite boutique luxury retreat nestled in the untamed heart of the Samburu Game Reserve. Embrace the spirit of adventure that once inspired renowned explorer Eric Larsen as you step into a world of unbridled wilderness and indulgent comfort. Our eco-conscious camp expertly blends sustainability and local community support, providing an unparalleled experience for the discerning traveller seeking luxury and a deeper connection with nature. Perched serenely on the banks of the Ewaso Nyiro River, Soroi Larsens Camp boasts an intimate selection of twelve standard tents, two family units, and two Deluxe Tents, each offering private terraces with exclusive river frontage. Relish the breathtaking vistas while nestled in our lavish accommodations, designed to immerse you in the untouched beauty of Samburu. Our “pièce de résistance,” the Deluxe tents, elevate your stay to extraordinary heights with generous living spaces, private 24/7 butlers, outdoor showers, and mesmerizing sleepout decks with star beds. Recline under the celestial canopy as you fall asleep to the soothing lullaby of the river and the whispers of the African night. At Soroi Larsens Camp, we take pride in delivering an exceptional, tailor-made safari experience for those who yearn to venture off the beaten path. Journey into the heart of Kenya’s captivating wilderness and create a lifetime of memories.",,,,,,,Hotel,0780652618,,,,,https://tic.magicalkenya.com/listing/soroi-larsens-camp/,
Soroi Leopards Lair,Add Listing,,Kenya,"Welcome to Soroi Leopards Lair, your gateway to an authentic and intimate African Safari experience. Nestled within the heart of the Lumo Conservancy, close to the majestic Taita Hills and expansive Tsavo, we promise a remarkable journey into the untamed wilderness of Kenya. Our intimate lodge, situated on the same hill as the renowned Soroi Lions Bluff, brings you closer to nature’s grandeur and the thrilling spectacle of African wildlife. Our humble enclave of only five en-suite rooms, designed with local materials and warm, earthy colors, ensures an intimate and personal experience. This boutique approach allows Soroi Leopards Lair to seamlessly blend with its surroundings, enhancing your connection with the unspoiled environment. Treat yourself to an awe-inspiring vista across the vibrant Tsavo ecosystem from our spacious verandas. From the verdant Taita Hills to the distant silhouette of Mount Kilimanjaro and onto Mukamazi in Tanzania, the view is a breathtaking tapestry of Africa’s unique landscapes. Soroi Leopards Lair is designed for those who seek a safari experience that strikes the perfect balance between adventure and comfort without the need for extravagant luxury. Here, we offer exceptional value for money while ensuring that your wilderness escape is everything you dreamed it would be. Experience the thrill of close encounters with Lions, the elegance of waking up to exotic birds chirping, the serenity of sunsets over African plains, and the mystery of nighttime in the bush. All of these are enveloped in the warm and friendly hospitality Kenya is famous for. Welcome to Soroi Leopards Lair, where the magic of the African wilderness is always just a heartbeat.",,,,,,,Hotel,0754351908,,,,,https://tic.magicalkenya.com/listing/soroi-leopards-lair/,
Soroi Lions Bluff Lodge,Add Listing,,Kenya,"Nestled amidst the lush Lumo Community Wildlife Sanctuary and perched atop a picturesque hill, Soroi Lions Bluff Lodge offers a truly unforgettable experience. This Silver Eco-Rated retreat boasts breathtaking panoramic views of Kenya’s vast wilderness, including Mount Kilimanjaro, Taita Hills, the unspoiled Lumo Sanctuary, and the Tsavo ecosystem. With its Twelve elegant suites, Soroi Lions Bluff Lodge offers an intimate and unique setting for your safari adventure. Whether you’re a family, couple, nature lover, photography enthusiast, or honeymooner, Soroi Lions Bluff Lodge is the perfect destination to experience tranquillity, awe, and a deep connection with Kenya’s majestic landscapes and diverse fauna.",,,,,,,Hotel,0754351908,,,,,https://tic.magicalkenya.com/listing/soroi-lions-bluff-lodge/,
Soroi Luxury Migration Camp,Add Listing,,Kenya,"Soroi Luxury Migration Camp meanders along the seasonal Olare Orok River in the Masai Mara and echoes “authentic luxury” from when you arrive. Soroi Luxury Migration Camp has eight river-facing luxury tents and two family units, complemented by our photographic lounge, al-fresco dining area and hippo pool. Our oversized luxury tents are elevated from the ground and have floor-to-ceiling glass that invites nature in. Each meticulously designed tent has a cosy four-poster bed, en-suite bathrooms, an array of comfort amenities, not to mention a private veranda. Our luxury family unit has two bedrooms with en-suite bathrooms. A private lounge separates the bedrooms and forms an ideal space where everyone can unwind and reconnect. Whether it’s from the comfort of your luxury tent, our comfortable lounge, or simply indulging in the ambience of our campfire, come and unwind at Soroi Luxury Migration Camp, and experience the sounds and sights of wildlife.",,,,,,,Hotel,0700141736,,,,,https://tic.magicalkenya.com/listing/soroi-luxury-migration-camp/,
Soroi Mara Bush Camp,Add Listing,,Kenya,"Situated in a picturesque riverine forest along the Olare Orok River, Soroi Mara Bush Camp is nestled in the heart of the Maasai Mara. Our camp offers convenient access to renowned wildebeest migration crossings and prime big cat sightings, just an 8-minute drive from Ol Kiombo Airstrip. Designed for couples and families, our Gold Eco-Rated camp offers a luxurious and intimate setting. Our ten river-facing Safari tents comfortably accommodate two adults and one child each, while our two spacious family tents can house up to four guests. Relax by the campfire under the starry African sky and share stories of your day’s adventures. Our camp operates entirely on solar power, with a discreet backup generator ensuring uninterrupted service without disturbing the tranquility. Unfenced for an immersive experience, Soroi Mara Bush Camp is guarded by Maasai Warriors to ensure your safety. Our camp is ideal for those seeking an authentic safari adventure away from the crowds, offering privacy and a truly unforgettable experience.",,,,,,,Hotel,0700141736,,,,,https://tic.magicalkenya.com/listing/soroi-mara-bush-camp/,
Soroi Private Wing,Add Listing,,Kenya,"Hidden in the heart of the Maasai Mara, Soroi Private Wing offers an oasis of luxury overlooking a captivating hippo pool. Enjoy the fascinating spectacle of these creatures from our Hippo Bar or the comfort of your private tent. Designed for discerning travelers seeking an exclusive African wildlife experience, Soroi Private Wing features a collection of luxurious tents: four forest-facing, six river-facing, and two spacious family tents. Each tent is meticulously appointed with spacious interiors, mahogany furniture, and plush furnishings, creating a harmonious blend of comfort and authentic bush ambience. All tents are equipped with en-suite bathrooms, a mini-fridge, and a fan. The unparalleled location, ambience, and exclusivity of Soroi Private Wing elevate your Maasai Mara safari experience, ensuring an unforgettable stay.",,,,,,,Hotel,0700141736,,,,,https://tic.magicalkenya.com/listing/soroi-private-wing/,
Soroi Samburu Lodge,Add Listing,,Kenya,"Discover the epitome of wilderness adventure paired with comfort at the Soroi Samburu Lodge. With phase 1 opened in July 2025, this extraordinary lodge is nestled in the heart of the rugged landscapes of Samburu, offering a blend of authentic safari experiences and modern conveniences. . The lodge caters to diverse preferences with a total of 50 Rooms (comprised of standard rooms, superior rooms, and family units), making it an ideal choice for corporate getaways, conferences, and incentive trips.",,,,,,,Hotel,0754351908,,,,,https://tic.magicalkenya.com/listing/soroi-samburu-lodge/,
The Social House Nairobi,Add Listing,,Kenya,"Welcome to The Social House Nairobi, a stylish, quirky boutique hotel designed to bring people together. We are more than just a place to stay, we are a melting pot of culture, cuisine, and connection, where everything feels a little more personal, relaxed and refreshingly unconventional. Our vibe? A touch off-beat and effortlessly social. Think unusual cuisines, unexpected events, untypical meetings and unorthodox interiors that surprise and delight at every turn. We feature: 83 beautifully designed bedrooms blending comfort with creativity 8 versatile meeting and event spaces (indoor and outdoor) 4 vibrant restaurants and bars, each with its own personality An outdoor pool, lush back garden, and modern gym A lively calendar of events, pop-ups and gatherings to keep things buzzing Whether you’re here to stay, meet, eat or just hang out, The Social House is Nairobi’s home of connection, creativity and a little bit of the unexpected.",,,,,,,Hotel,0709216000,,,,,https://tic.magicalkenya.com/listing/the-social-house-nairobi/,
Tree Top Mbugani Hut,Add Listing,,Kenya,"This unit consists of two single beds. Electricity is available. Beddings, toiletries and towels are provided. No kitchen facilities are provided. Guests are advised to carry already cooked food. Alternatively, they can prepare food from the nearby campsite kitchen. Rates: Citizens & residents: Ksh. 2,500 Non-Residents: US$ 50",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/tree-top-mbugani-hut/,
Tulip Residences Mombasa,Add Listing,,Kenya,"Tulip Residences Mombasa, in Kikambala known to be a beachfront property designed to offer comfort , relaxation , and convenience to both leisure, Business and adventure travelers. We believe our accommodation and amenities would be an excellent complement to the safari and travel experiences to guests. Our facilities include: Gym Beachfront Restaurants Complimentary high-speed Wi-Fi Swimming Pool Kids Water Park Club House We offer spacious, well and well – furnished serviced apartments in the following categories: 1 Bedroom Apartment -1 Queen Bed , 2 Pax 2 Bedrooms Apartment – 1 Queen Beds 2 Single Beds ,4 Pax 3 Bedroom Apartment – 2 Queen Beds , 2 Single Beds,6 pax",,,,,,,Hotel,0701914356,,,,,https://tic.magicalkenya.com/listing/tulip-residences-mombasa/,
Udo Mbugani House,Add Listing,,Kenya,"Within each of the four units available, there is a double bed. Available amenities include a fully equipped kitchen and dining area, refrigerator and gas cooker. Lighting is by electricity. Beddings, mosquito nets, towels and toiletries. TV with access to local channels. A house caretaker is available to help. Rates: Citizens & residents: Ksh.3, 000 Non-Residents: US$ 40",,,,,,,Hotel,0113434304,,,,,https://tic.magicalkenya.com/listing/udo-mbugani-house/,
Vipingo Ridge Ltd,Add Listing,,Kenya,"Vipingo Ridge Ltd is a premier lifestyle and award winning golf destination on Kenya’s coast, set on 2,000 acres of scenic landscapes overlooking the Indian Ocean. Home to Africa’s only PGA-accredited championship course, the PGA Baobab Course, it offers luxury living, which includes the elegant food and beverage outlets, signature villas, a private Beach Club, and a vibrant mix of outdoor adventure, wildlife, and relaxation, conferencing and events venues, all within a secure, sustainable community. Vipingo Ridge has two, three and four bedroom villas available to rent. Each ocean view villa bedroom is ensuite, and there is a shared kitchen and living room. Outside there is a private covered veranda and gardens. Beyond there is a stunning shared villa pool. Within the villas complex Vipingo Ridge has a number of ensuite rooms available to stay. Breakfast is included and you will have a private verandah, ensuite bathroom and spacious air-conditioned room. You can also access the beautiful shared villa pool. Hotel Room Sleeps up to 2 guests One ensuite bedroom Standard Suite Sleeps up to 2 guests One ensuite bedroom Kitchen, Living and Dining Room Standard Suite with Plunge Pool Sleeps up to 2 guests One ensuite bedroom Kitchen, Living and Dining Room Two Bedroom Villa Sleeps up to 4 guests Two ensuite bedrooms Kitchen, Living and Dining Room Three Bedroom Villa Sleeps up to 6 guests Three ensuite bedrooms Kitchen, Living and Dining Room Four Bedroom Villa Sleeps up to 8 guests Four ensuite bedrooms Kitchen, Living and Dining Room",,,,,,,Hotel,0700337489,,,,,https://tic.magicalkenya.com/listing/vipingo-ridge-ltd/,
